state,fy_label,fy_start_date,fy_start_type,signed_date,days_late,budget_enacted,date_precision,enactment_type,source,notes
Nebraska,FY2027,2026-07-01,Jul 1,2026-04-07,-85,yes,exact,direct,governor.nebraska.gov 'Gov. Pillen Signs Mid-Biennium Budget Adjustment Package'; nebraskaexaminer.com; 1011now.com,"NOT a carryover: Pillen signed the 2026 mid-biennium budget adjustment package (LB1071) Apr 7, 2026 with no line-item vetoes. Adjusts appropriations for the biennium ending Jun 30, 2027; resolved the $627M biennial variance. Same treatment as Nebraska's FY2025 mid-biennium adjustment."
Nevada,FY2015,2014-07-01,Jul 1,2013-06-03,-393,yes,month-level estimate,biennial carryover,leg.state.nv.us 77th (2013) Session,"Second year of the FY2014-15 biennium enacted by the 2013 legislature, which adjourned sine die Jun 3, 2013. Anchored to sine die; exact approval day not located."
Nevada,FY2016,2015-07-01,Jul 1,2015-06-15,-16,yes,month-level estimate,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Sandoval signed the five bills comprising Nevada's FY2016-17 biennial budget in June 2015 ($7.3B general fund over the biennium); NASBO gives the month only.
Nevada,FY2017,2016-07-01,Jul 1,2015-06-15,-382,yes,month-level estimate,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-06-15). Odd-year-session state: no separate FY2017 enactment.
Nevada,FY2018,2017-07-01,Jul 1,2017-06-05,-26,yes,month-level estimate,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Sandoval signed the FY2018-19 biennial budget in early June 2017 ($26.3B all funds); NASBO gives 'early June' only.
Nevada,FY2019,2018-07-01,Jul 1,2017-06-05,-391,yes,month-level estimate,biennial carryover,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2018 (signed 2017-06-05). Odd-year-session state: no separate FY2019 enactment.
Nevada,FY2020,2019-07-01,Jul 1,2019-06-15,-16,yes,month-level estimate,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Sisolak signed the bills comprising the FY2020-21 biennial budget in June 2019 ($8.85B general fund); NASBO gives the month only.
Nevada,FY2021,2020-07-01,Jul 1,2019-06-15,-382,yes,month-level estimate,biennial carryover,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-06-15). Odd-year-session state: no separate FY2021 enactment.
Nevada,FY2022,2021-07-01,Jul 1,2021-06-04,-27,yes,exact,direct,"leg.state.nv.us Statutes of Nevada 2021, Ch. 434 (SB 459) — 'Approved by the Governor' June 4, 2021","Nevada's 2021-2023 biennial authorizations act (SB 459, Ch. 434) approved by the governor Jun 4, 2021. Date taken from the official Statutes of Nevada chapter record."
Nevada,FY2023,2022-07-01,Jul 1,2021-06-04,-392,yes,exact,biennial carryover,"leg.state.nv.us Statutes of Nevada 2021, Ch. 434 (SB 459) — 'Approved by the Governor' June 4, 2021","Second year of the 2021-2023 biennium enacted Jun 4, 2021 (SB 459, Ch. 434). NASBO's FY2023 edition confirms Nevada took no separate FY2023 budget action."
Nevada,FY2024,2023-07-01,Jul 1,2023-06-15,-16,yes,month-level estimate,direct,leg.state.nv.us NELIS 82nd(2023) signed bills; thenevadaindependent.com,"Biennial FY24-25. Lombardo vetoed AB520 (Appropriations Act) Jun 1, 2023; replacement passed in the Jun 6-7 special session. Estimate anchored to the Jun 15, 2023 statutory effective date of the main appropriations bills (AB525/AB526); exact signing day unconfirmed."
Nevada,FY2025,2024-07-01,Jul 1,2023-06-15,-382,yes,month-level estimate,biennial carryover,leg.state.nv.us NELIS 82nd(2023) signed bills; thenevadaindependent.com,Second year of the biennium enacted with FY2024 (signed 2023-06-15). Odd-year-session state: no separate FY2025 enactment.
Nevada,FY2026,2025-07-01,Jul 1,2025-06-13,-18,yes,exact,direct,gov.nv.gov/Newsroom; leg.state.nv.us,"Was June 15 estimate. Lombardo completed all signings June 13 (10-day deadline). 87 vetoes total. Divided govt (R gov, D legislature)."
Nevada,FY2027,2026-07-01,Jul 1,2025-06-13,-383,yes,exact,biennial carryover,gov.nv.gov/Newsroom; leg.state.nv.us,"Was June 15 estimate. Lombardo completed all signings June 13 (10-day deadline). 87 vetoes total. Divided govt (R gov, D legislature) (biennial carryover of the FY2026 enactment, signed 2025-06-13). VERIFIED: Legislature meets only in odd-numbered years; no 2026 regular session."
New Hampshire,FY2015,2014-07-01,Jul 1,2013-06-28,-368,yes,exact,biennial carryover,ballotpedia; nhfpi.org,"Second year of the FY2014-15 biennium; Hassan signed HB 1/HB 2 Jun 28, 2013 ($10.7B)."
New Hampshire,FY2016,2015-07-01,Jul 1,2015-09-16,77,yes,exact,direct,citizenscount.org; nhfpi.org,"Hassan VETOED the FY2016-17 budget as 'unbalanced'; state ran on a continuing resolution until the legislature overrode the veto Sep 16, 2015 — 77 days into the fiscal year."
New Hampshire,FY2017,2016-07-01,Jul 1,2015-09-16,-289,yes,exact,biennial carryover,citizenscount.org; nhfpi.org,"Second year of the FY2016-17 biennium, enacted Sep 16, 2015 via veto override."
New Hampshire,FY2018,2017-07-01,Jul 1,2017-06-28,-3,yes,exact,direct,governor.sununu.nh.gov; citizenscount.org,"Sununu signed the $11.7B FY2018-19 budget Jun 28, 2017."
New Hampshire,FY2019,2018-07-01,Jul 1,2017-06-28,-368,yes,exact,biennial carryover,governor.sununu.nh.gov,"Second year of the FY2018-19 biennium, signed Jun 28, 2017."
New Hampshire,FY2020,2019-07-01,Jul 1,2019-10-01,92,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""approved until October 1..."""
New Hampshire,FY2021,2020-07-01,Jul 1,2019-10-01,-274,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-10-01). NASBO's FY2021 edition states this state enacted a two-year budget and took no separate FY2021 action.
New Hampshire,FY2022,2021-07-01,Jul 1,2021-06-26,-5,yes,exact,direct,governor.sununu.nh.gov; patch.com,"Sununu signed the $13.5B FY2022-23 budget (HB 1/HB 2) Jun 26, 2021."
New Hampshire,FY2023,2022-07-01,Jul 1,2021-06-26,-370,yes,exact,biennial carryover,governor.sununu.nh.gov,"Second year of the FY2022-23 biennium, signed Jun 26, 2021."
New Hampshire,FY2024,2023-07-01,Jul 1,2023-06-20,-11,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Sununu signed
New Hampshire,FY2025,2024-07-01,Jul 1,2023-06-20,-377,yes,exact,biennial carryover,NASBO FY2024 Enacted Budget Summaries (nasbo.org),"Second year of the FY2024-25 biennium, enacted 2023-06-20."
New Hampshire,FY2026,2025-07-01,Jul 1,2025-06-27,-4,yes,exact,direct,newhampshirebulletin.com; citizenscount.org,Was June 15 estimate (-16d). Ayotte signed June 27 (-4d) after a 'turbulent final chapter' — she threatened veto over police/fire retirement benefits. Last-minute compromise bill HB 282 rushed through; nearly missed deadline.
New Hampshire,FY2027,2026-07-01,Jul 1,2025-06-27,-369,yes,exact,biennial carryover,newhampshirebulletin.com; citizenscount.org,"Was June 15 estimate (-16d). Ayotte signed June 27 (-4d) after a 'turbulent final chapter' — she threatened veto over police/fire retirement benefits. Last-minute compromise bill HB 282 rushed through; nearly missed deadline (biennial carryover of the FY2026 enactment, signed 2025-06-27). VERIFIED: FY2026-27 operating budget (HB 1/HB 2) enacted 2025 governs FY2027; no 2026 supplemental appropriations act found."
New Jersey,FY2014,2013-07-01,Jul 1,2013-06-28,-3,yes,exact,direct,ballotpedia Historical NJ,
New Jersey,FY2015,2014-07-01,Jul 1,2014-06-30,-1,yes,exact,direct,ballotpedia Historical NJ,
New Jersey,FY2016,2015-07-01,Jul 1,2015-06-26,-5,yes,exact,direct,ballotpedia Historical NJ,
New Jersey,FY2017,2016-07-01,Jul 1,2016-07-08,7,yes,exact,direct,ballotpedia NJ state budget,
New Jersey,FY2018,2017-07-01,Jul 1,2017-07-04,3,yes,exact,direct,ballotpedia NJ state budget,3-day government shutdown
New Jersey,FY2019,2018-07-01,Jul 1,2018-07-01,0,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Murphy signed the $37.4B FY2019 budget Jul 1, 2018 — on the fiscal year start."
New Jersey,FY2020,2019-07-01,Jul 1,2019-06-30,-1,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the fiscal 2020 budget on June 30..."""
New Jersey,FY2021,2020-07-01,Jul 1,2020-09-29,90,yes,exact,direct,nj.gov/governor 2020-09-29; njbiz.com,"COVID-delayed. NJ extended FY2020 by three months and ran FY2021 as a nine-month year (Oct 1, 2020-Jun 30, 2021). Murphy signed the $32.7B appropriations act Sep 29, 2020; days-late is measured against the normal Jul 1 start."
New Jersey,FY2022,2021-07-01,Jul 1,2021-06-29,-2,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Murphy signed the $46.4B FY2022 budget Jun 29, 2021."
New Jersey,FY2023,2022-07-01,Jul 1,2022-06-30,-1,yes,exact,direct,NASBO Summaries of Fiscal Year 2023 Enacted Budgets (nasbo.org),Murphy signed the $50.6B budget one day before FY start.
New Jersey,FY2024,2023-07-01,Jul 1,2023-06-30,-1,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),
New Jersey,FY2025,2024-07-01,Jul 1,2024-06-28,-3,yes,exact,direct,NASBO FY2025 Enacted Budget Summaries (nasbo.org),Murphy signed with line-item vetoes
New Jersey,FY2026,2025-07-01,Jul 1,2025-06-30,-1,yes,exact,direct,nj.gov/governor 2025-06-30; njlm.org,"Murphy signed the $58.8B FY2026 appropriations act (S-2026) Jun 30, 2025 — the largest budget in state history at the time."
New Jersey,FY2027,2026-07-01,Jul 1,2026-06-30,-1,yes,exact,direct,roi-nj.com; njbiz.com,"Sherrill's first budget as governor; $60.7B, signed just ahead of constitutional Jun 30 deadline"
New Mexico,FY2015,2014-07-01,Jul 1,2014-03-11,-112,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Martinez signed the $6.15B FY2015 budget Mar 11, 2014 (+4.3%)."
New Mexico,FY2016,2015-07-01,Jul 1,2015-04-09,-83,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2016 budget on April 9..."""
New Mexico,FY2017,2016-07-01,Jul 1,2016-02-29,-123,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2017 enacted narrative (recovered via PyMuPDF; pypdf could not read this file). Quote: ""signed the state’s fiscal 2017 budget on February 29..."""
New Mexico,FY2018,2017-07-01,Jul 1,2017-05-26,-36,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2018 budget agreement on May 26..."""
New Mexico,FY2019,2018-07-01,Jul 1,2018-03-07,-116,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2019 budget on March 7..."""
New Mexico,FY2020,2019-07-01,Jul 1,2019-04-04,-88,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2020 budget into law on April 4..."""
New Mexico,FY2021,2020-07-01,Jul 1,2020-03-11,-112,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2021 budget into law on March 11..."""
New Mexico,FY2022,2021-07-01,Jul 1,2021-04-09,-83,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 2022 budget into law on April 9..."""
New Mexico,FY2023,2022-07-01,Jul 1,2022-03-09,-114,yes,exact,direct,governor.state.nm.us 2022-03-09,"Lujan Grisham signed the FY2023 budget Mar 9, 2022."
New Mexico,FY2024,2023-07-01,Jul 1,2023-04-07,-85,yes,exact,direct,sourcenm.com; abqjournal.com,"Was Apr 15 estimate. Lujan Grisham signed the $9.57B budget and capital outlay bills Friday Apr 7, 2023."
New Mexico,FY2025,2024-07-01,Jul 1,2024-03-06,-117,yes,exact,direct,governor.state.nm.us press release 2024-03-06,"Was Mar 15 estimate. Governor's own release 'Gov. Lujan Grisham signs FY25 state budget, capital outlay bills' dated Mar 6, 2024 — also the constitutional signing deadline."
New Mexico,FY2026,2025-07-01,Jul 1,2025-04-11,-81,yes,exact,direct,governor.state.nm.us; sourcenm.com,Was March 15 estimate (-108d). Actually April 11 (-81d). 87 line-item vetoes. 60-day session ended March 20; signed 3 weeks later.
New Mexico,FY2027,2026-07-01,Jul 1,2026-03-11,-112,yes,exact,direct,governor.state.nm.us; sourcenm.com; abqjournal.com,Lujan Grisham signed $11.1B general fund budget on the final day; capital outlay bills and tax package included; universal child care funded
New York,FY2015,2014-04-01,Apr 1,2014-04-01,0,yes,month-level estimate,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),Cuomo signed the $138B FY2015 budget in April 2014; NASBO gives the month only. Anchored to the Apr 1 fiscal year start.
New York,FY2016,2015-04-01,Apr 1,2015-04-01,0,yes,exact,direct,budget.ny.gov 2015 enacted-budget press release,"The FY2016 budget passed on time Apr 1, 2015 — the fifth consecutive on-time New York budget, holding spending growth under 2%."
New York,FY2017,2016-04-01,Apr 1,2016-03-31,-1,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"NASBO records Cuomo announcing agreement on the FY2017 budget Mar 31, 2016, one day before the Apr 1 fiscal year start; enacting bills passed at the start of April."
New York,FY2018,2017-04-01,Apr 1,2017-04-10,9,yes,exact,direct,NASBO Summaries of FY Proposed & Enacted Budgets (nasbo.org),"Cuomo announced passage of the $153.1B FY2018 budget Apr 10, 2017 — 9 days after the Apr 1 fiscal year start."
New York,FY2019,2018-04-01,Apr 1,2018-04-12,11,yes,exact,direct,NASBO Summaries of FY19 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2019 enacted-budget narrative. Extracted quote: ""signed the fiscal 2019 budget on April 12..."""
New York,FY2020,2019-04-01,Apr 1,2019-04-01,0,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the fiscal 2020 budget on April 1..."""
New York,FY2021,2020-04-01,Apr 1,2020-04-03,2,yes,exact,direct,NASBO Summaries of Fiscal Year 2021 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2021 enacted-budget narrative. Extracted quote: ""signed the fiscal 2021 budget on April 3..."""
New York,FY2022,2021-04-01,Apr 1,2021-04-19,18,yes,exact,direct,governor.ny.gov 2021-04-19; budget.ny.gov FY22 enacted financial plan,"Cuomo signed; legislature passed budget Apr 6, governor signed Apr 19."
New York,FY2023,2022-04-01,Apr 1,2022-04-09,8,yes,exact,direct,governor.ny.gov 2022-04-09 enacted highlights; budget.ny.gov (NASBO reports Apr 10),"Hochul's first budget. Governor's own enacted-highlights release is dated Apr 9, 2022; NASBO's FY2023 Enacted Budget Summaries reports Apr 10. Kept the governor's date; one-day discrepancy noted — budget bills were acted on across Apr 9-10."
New York,FY2024,2023-04-01,Apr 1,2023-05-03,32,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),NY FY starts Apr 1; Hochul signed
New York,FY2025,2024-04-01,Apr 1,2024-04-22,21,yes,exact,direct,governor.ny.gov 2024-04-22 enacted highlights; budget.ny.gov,NY FY starts Apr 1; Hochul signed
New York,FY2026,2025-04-01,Apr 1,2025-05-20,49,yes,exact,direct,nystateofpolitics.com; cbcny.org,NY FY starts Apr 1; $254B
New York,FY2027,2026-04-01,Apr 1,2026-05-28,57,yes,exact,direct,cbcny.org,Nearly two-month late per CBC
North Carolina,FY2015,2014-07-01,Jul 1,2013-07-26,-340,yes,exact,biennial carryover,ncleg.gov SL 2013-360 (SB 402); greensboro.com,"Second year of the FY2014-15 biennium. McCrory signed the 429-page Appropriations Act of 2013 (SL 2013-360) on Jul 26, 2013, hours after final legislative approval."
North Carolina,FY2016,2015-07-01,Jul 1,2015-09-18,79,yes,exact,direct,ncleg.gov SL 2015-241 (HB 97),"2015 Appropriations Act (SL 2015-241) enacted Sep 18, 2015 — 79 days into the fiscal year. Biennium covered FY2015-16 and FY2016-17."
North Carolina,FY2017,2016-07-01,Jul 1,2016-07-14,13,yes,exact,direct,ncleg.gov SL 2016-94 (HB 1030),"McCrory signed the 2016 budget adjustments (SL 2016-94) Jul 14, 2016, adjusting the second year of the 2015 biennium."
North Carolina,FY2018,2017-07-01,Jul 1,2017-06-28,-3,yes,exact,direct,ncleg.gov SL 2017-57 (S 257),"Cooper vetoed the 2017 Appropriations Act Jun 27; the General Assembly overrode the veto Jun 28, 2017. Enacted over the governor's objection, 3 days before FY start."
North Carolina,FY2019,2018-07-01,Jul 1,2018-06-12,-19,yes,exact,direct,ncleg.gov SL 2018-5 (SB 99),"2018 budget adjustment enacted Jun 12, 2018 via veto override (Senate Jun 7, House Jun 12). Cooper objected on education and teacher pay."
North Carolina,FY2020,2019-07-01,Jul 1,,,no,not enacted,direct,ncfamily.org; journalnow.com; ncleg.gov HB 966,"NO comprehensive budget enacted. Cooper vetoed HB 966 on Jun 28, 2019 over Medicaid expansion; the House overrode but the Senate never did. State ran on mini-budgets and continuation funding."
North Carolina,FY2021,2020-07-01,Jul 1,,,no,not enacted,direct,nccivitas.org; carolinapublicpress.org,NO comprehensive budget enacted. The 2020 short session was consumed by COVID; Senate leader Berger declined to attempt a full budget. Spending reverted to continuation levels with piecemeal bills.
North Carolina,FY2022,2021-07-01,Jul 1,2021-11-18,140,yes,exact,direct,ncleg.gov SL 2021-180 (SB 105); governor.nc.gov,"Cooper signed the $25.9B budget Nov 18, 2021 — 140 days late, and his first enacted budget since taking office in 2017, ending a two-year impasse."
North Carolina,FY2023,2022-07-01,Jul 1,2022-07-11,10,yes,exact,direct,ncleg.gov SL 2022-74 (HB 103); wunc.org,"Cooper signed the 2022 budget adjustment Jul 11, 2022, hours before his 10-day deadline expired."
North Carolina,FY2024,2023-07-01,Jul 1,2023-10-03,94,yes,exact,direct,ncleg.gov SL 2023-134 (HB 259); ncnewsline.com; wunc.org,Biennial FY24-25; became law WITHOUT Cooper's signature
North Carolina,FY2025,2024-07-01,Jul 1,2023-10-03,-272,yes,exact,biennial carryover,ncleg.gov SL 2023-134 (HB 259); ncnewsline.com; wunc.org,Second year of the biennium enacted with FY2024 (signed 2023-10-03). Odd-year-session state: no separate FY2025 enactment.
North Carolina,FY2026,2025-07-01,Jul 1,,,no,not enacted,direct,wral.com; dailytarheel.com,Biennial FY26-27; NOT YET ENACTED as of Jul 2026
North Carolina,FY2027,2026-07-01,Jul 1,,,no,not enacted,direct,NASBO Jul 2026 blog,STILL no complete budget for biennium that began Jul 1 2025; partial budgets only
North Dakota,FY2015,2014-07-01,Jul 1,2013-05-04,-423,yes,month-level estimate,biennial carryover,ndlegis.gov 63rd Legislative Assembly (2013),"Second year of the FY2014-15 biennium enacted by the 2013 assembly, which adjourned in early May 2013. Anchored to sine die."
North Dakota,FY2016,2015-07-01,Jul 1,2015-04-15,-77,yes,month-level estimate,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Dalrymple signed North Dakota's FY2016-17 biennial budget in April 2015 ($14.20B total); NASBO gives the month only.
North Dakota,FY2017,2016-07-01,Jul 1,2015-04-15,-443,yes,month-level estimate,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-04-15). Odd-year-session state: no separate FY2017 enactment.
North Dakota,FY2018,2017-07-01,Jul 1,2017-05-03,-59,yes,exact,direct,governor.nd.gov 2017 bill-signing release,"Burgum signed the remaining 2017-session bills — 43 appropriations bills with no line-item vetoes — on May 3, 2017, completing the 2017-19 biennial budget."
North Dakota,FY2019,2018-07-01,Jul 1,2017-05-03,-424,yes,exact,biennial carryover,governor.nd.gov 2017 bill-signing release,"Second year of the 2017-19 biennium, enacted May 3, 2017."
North Dakota,FY2020,2019-07-01,Jul 1,2019-05-02,-60,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""signed the sta te’s biennium budget on May 2..."""
North Dakota,FY2021,2020-07-01,Jul 1,2019-05-02,-426,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-05-02). NASBO's FY2021 edition states this state enacted a two-year budget and took no separate FY2021 action.
North Dakota,FY2022,2021-07-01,Jul 1,2021-05-10,-52,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""signed the state’s biennium budget on May 10..."""
North Dakota,FY2023,2022-07-01,Jul 1,2021-05-10,-417,yes,exact,biennial carryover,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Second year of the biennium enacted with FY2022 (signed 2021-05-10). Odd-year-session state: no separate FY2023 enactment.
North Dakota,FY2024,2023-07-01,Jul 1,2023-05-09,-53,yes,exact,direct,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Biennial FY24-25; Burgum signed
North Dakota,FY2025,2024-07-01,Jul 1,2023-05-09,-419,yes,exact,biennial carryover,NASBO FY2024 Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2024 (signed 2023-05-09). Odd-year-session state: no separate FY2025 enactment.
North Dakota,FY2026,2025-07-01,Jul 1,2025-05-03,-59,yes,month-level estimate,direct,northdakotamonitor.com; governor.nd.gov,"ESTIMATE RE-ANCHORED: prior Apr 15 estimate was impossible — it predated legislative passage. Legislature adjourned sine die and approved the $20.3B 2025-27 budget May 3, 2025; signing occurred on or after that date. Anchored to approval date pending an exact signing date."
North Dakota,FY2027,2026-07-01,Jul 1,2025-05-03,-424,yes,month-level estimate,biennial carryover,northdakotamonitor.com; governor.nd.gov,"Biennial 2025-27; Armstrong's first budget (biennial carryover of the FY2026 enactment, signed 2025-05-03). VERIFIED: Legislature meets only in odd-numbered years; no 2026 session."
Ohio,FY2015,2014-07-01,Jul 1,2014-06-16,-15,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""signed the mid -biennium budget review for fiscal 2014 -2015..."""
Ohio,FY2016,2015-07-01,Jul 1,2015-06-30,-1,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""On June 30, Ohio Governor John Kasich signed..."""
Ohio,FY2017,2016-07-01,Jul 1,2015-06-30,-367,yes,exact,biennial carryover,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2016 (signed 2015-06-30). Odd-year-session state: no separate FY2017 enactment.
Ohio,FY2018,2017-07-01,Jul 1,2017-06-30,-1,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On June 30, Ohio Governor John Kasich signed..."""
Ohio,FY2019,2018-07-01,Jul 1,2017-06-30,-366,yes,exact,biennial carryover,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),Second year of the biennium enacted with FY2018 (signed 2017-06-30). NASBO's FY2019 edition states this state enacted a two-year budget and took no separate FY2019 action.
Ohio,FY2020,2019-07-01,Jul 1,2019-07-18,17,yes,exact,direct,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2020 enacted-budget narrative. Extracted quote: ""On July 18, Ohio Governor Mike DeWine signed..."""
Ohio,FY2021,2020-07-01,Jul 1,2019-07-18,-349,yes,exact,biennial carryover,NASBO FY20 Summary of Proposed & Enacted Budgets (nasbo.org),Second year of the biennium enacted with FY2020 (signed 2019-07-18). NASBO's FY2021 edition states this state enacted a two-year budget and took no separate FY2021 action.
Ohio,FY2022,2021-07-01,Jul 1,2021-06-30,-1,yes,exact,direct,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),"Backfilled from the NASBO FY2022 enacted-budget narrative. Extracted quote: ""On June 30, Ohio Governor Mike DeWine signed..."""
Ohio,FY2023,2022-07-01,Jul 1,2021-06-30,-366,yes,exact,biennial carryover,NASBO Fiscal 2022 Proposed & Enacted Budgets Summary (nasbo.org),Second year of the biennium enacted with FY2022 (signed 2021-06-30). NASBO's FY2023 edition states this state enacted a two-year budget and took no separate FY2023 action.
Ohio,FY2024,2023-07-01,Jul 1,2023-07-04,3,yes,exact,direct,fox8.com; wkyc.com,Biennial 2024-25; 44 line-item vetoes
Ohio,FY2025,2024-07-01,Jul 1,2023-07-04,-363,yes,exact,biennial carryover,fox8.com; wkyc.com,Second year of the biennium enacted with FY2024 (signed 2023-07-04). Odd-year-session state: no separate FY2025 enactment.
Ohio,FY2026,2025-07-01,Jul 1,2025-06-30,-1,yes,exact,direct,wfmj.com; vorys.com,"Signed at 11:15 PM, 45 minutes before deadline; 67 line-item vetoes; $60B biennial"
Ohio,FY2027,2026-07-01,Jul 1,2025-06-30,-366,yes,exact,biennial carryover,wfmj.com; vorys.com,"Signed at 11:15 PM, 45 minutes before deadline; 67 line-item vetoes; $60B biennial (biennial carryover of the FY2026 enactment, signed 2025-06-30). VERIFIED: FY2026-27 biennial OPERATING budget enacted Jun 2025 governs FY2027. DeWine signed a $3.7B CAPITAL budget in Jun 2026 — a separate instrument, not tracked here."
Oklahoma,FY2015,2014-07-01,Jul 1,2014-06-03,-28,yes,exact,direct,NASBO Summaries of Fiscal Year 2015 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2015 enacted-budget narrative. Extracted quote: ""signed the state’s fiscal 201 5 budget into law on June 3..."""
Oklahoma,FY2016,2015-07-01,Jul 1,2015-05-22,-40,yes,exact,direct,NASBO Summaries of FY16 Proposed & Enacted Budgets (nasbo.org),"Backfilled from the NASBO FY2016 enacted-budget narrative. Extracted quote: ""approved the state’s fiscal 2016 budget on May 22..."""
Oklahoma,FY2017,2016-07-01,Jul 1,2016-06-10,-21,yes,exact,direct,NASBO Summaries of FY17 Proposed & Enacted Budgets (nasbo.org),"Fallin signed the $6.78B FY2017 budget Jun 10, 2016, 5% below the pre-adjustment FY2016 budget."
Oklahoma,FY2018,2017-07-01,Jul 1,2017-05-31,-31,yes,exact,direct,NASBO FY18 Proposed & Enacted Budget Summaries (nasbo.org),"Backfilled from the NASBO FY2018 enacted-budget narrative. Extracted quote: ""On May 31, Oklahoma Governor Mary Fallin signed..."""
